hospital,average_billing
Sullivan And Sons,15850.95
"Sullivan And Walter, Love",13691.53
"Sullivan And Young Gonzalez,",2176.12
Sullivan Group,36269.74
"Sullivan Henderson Lloyd, And",21965.15
"Sullivan Jackson, Black And",25488.19
"Sullivan Juarez, And Rivera",47318.53
Sullivan Llc,24464.26
Sullivan Ltd,26920.49
"Sullivan Mullins, Macias And",25796.87
"Sullivan Page Martin, And",27923.08
"Sullivan Phillips, King And",32477.27
Sullivan Plc,12754.45
"Sullivan Riley, Allison And",29609.59
"Sullivan Sanders, Dougherty And",29299.82
"Sullivan Tran And Matthews,",15293.1
"Sullivan, And Butler Kidd",48145.01
"Sullivan, And Howard Scott",35950.64
"Sullivan, And Mcintosh Lin",14378.51
"Sullivan, And Wilson Reynolds",47905.73
"Sullivan, Coleman Munoz And",25176.65
"Sullivan, Gay Sanchez And",43468.92
"Sullivan, Mason Roach And",14176.69
"Sullivan, Rodriguez And Richardson",15484.07
Sullivan-Barnes,34351.4
Sullivan-Barnett,7943.52
Sullivan-Bell,10736.12
Sullivan-Benjamin,44221.2
Sullivan-Bright,50189.21
Sullivan-Burke,12909.93
Sullivan-Burnett,10094.25
Sullivan-Cooley,45727.04
Sullivan-Crosby,45304.39
Sullivan-Gibson,48929.15
Sullivan-Graham,47988.85
Sullivan-Guzman,4551.66
Sullivan-Holder,47802.42
Sullivan-Holloway,46904.96
Sullivan-Jackson,17827.91
Sullivan-Jones,25267.36
Sullivan-Jordan,13164.82
Sullivan-Keller,6475.26
Sullivan-Krueger,10572.41
Sullivan-Larson,42205.56
Sullivan-Lewis,2620.85
Sullivan-Miller,24389.44
Sullivan-Ortiz,9937.29
Sullivan-Sawyer,49687.25
Sullivan-Snow,30789.05
Sullivan-Sullivan,26309.91
Sullivan-Thomas,36096.25
"Summers And Rodriguez, Williams",9543.73
"Summers Clark, Hughes And",40645.42
"Summers Cross Lopez, And",50878.92
Summers Group,19097.04
"Summers Kennedy Williams, And",26868.56
"Summers Wade, Proctor And",46206.96
Summers-Frank,24759.0
Summers-Gibson,14311.81
Summers-Hernandez,34908.92
Summers-Johnson,31810.56
Summers-Mendoza,8645.24
Summers-Ortega,2737.16
Summers-Patel,30490.76
Summers-Smith,19122.7
"Sutton And Gordon Singleton,",10238.82
"Sutton Cervantes And Riddle,",13442.7
Sutton Inc,32778.17
Sutton Llc,26074.99
Sutton Ltd,8927.98
"Sutton Martin And Miranda,",1050.51
"Sutton Meyer, Rogers And",5926.33
"Sutton Miller And Liu,",33772.65
"Sutton Romero And Lawson,",5102.99
"Sutton Sherman, And Ross",33605.85
"Sutton, And Arroyo Ware",32971.71
"Sutton, Barron And Bell",23664.52
"Sutton, Oliver And Howe",13616.04
Sutton-Bailey,6761.62
Sutton-Foster,10445.96
Sutton-Gonzalez,2538.61
Sutton-Hernandez,43603.14
Sutton-Horton,22059.5
Sutton-Long,40004.65
Sutton-Miller,43487.46
Sutton-Mitchell,34031.73
Sutton-Morse,32552.83
Sutton-Olson,40765.6
Sutton-Reid,22748.34
Sutton-Richardson,34774.45
Sutton-Stanley,43157.25
"Swanson And Johnson Daniels,",9424.18
Swanson And Sons,39695.76
"Swanson Gonzalez, Shaw And",11490.97
Swanson Group,43610.28
Swanson Inc,44663.34
Swanson Llc,21463.43
Swanson Ltd,32784.72
"Swanson Miles Hayes, And",46635.3
Swanson Plc,30599.9
"Swanson Poole Ramirez, And",20894.72
"Swanson Robinson, And Sanchez",4275.17
"Swanson Taylor, And Russell",48894.91
"Swanson White Sanders, And",31835.28
"Swanson, George Clayton And",33405.46
"Swanson, Joseph Keller And",8125.59
"Swanson, Morris And Woodard",22694.52
Swanson-Anderson,32288.52
Swanson-Collins,26980.48
Swanson-Dorsey,22622.45
Swanson-Dunn,20181.92
Swanson-Espinoza,43385.18
Swanson-Ferguson,47870.06
Swanson-Garcia,26691.48
Swanson-Holmes,29449.13
Swanson-Lozano,15465.68
Swanson-Miles,28939.18
Swanson-Ramirez,14989.68
Swanson-Reed,42844.43
"Sweeney Beltran, Reynolds And",1525.42
Sweeney Group,24475.87
Sweeney Llc,36334.02
Sweeney Ltd,33462.73
Sweeney Plc,5670.95
Sweeney Sons And,37698.88
"Sweeney Valencia, Hammond And",19695.57
"Sweeney Wilson And Taylor,",33844.01
"Sweeney, And Martin Meza",24872.55
Sweeney-Bender,37679.07
Sweeney-Collins,46239.39
Sweeney-Jackson,7175.23
Sweeney-Mendez,30238.73
Sweeney-Robertson,3254.39
Sweeney-Rojas,36737.06
"Tanner And Walker Wallace,",31697.06
"Tanner And Wilson Espinoza,",51026.36
"Tanner Green Arnold, And",21108.63
Tanner Group,35955.61
"Tanner Smith Miller, And",21561.77
"Tanner, And Davis Ray",43136.57
"Tanner, And Huang Brown",28631.5
"Tanner, Brown And Welch",23465.42
Tanner-Cox,16557.03
Tanner-Mendoza,23973.74
Tanner-Whitaker,22356.46
"Tapia And Davis, Wiley",3068.36
Tapia Inc,13961.35
Tapia Ltd,27566.55
Tapia-Cole,23156.29
Tapia-Cook,34646.64
Tapia-Crosby,13653.03
Tapia-Green,1809.4
Tapia-Holland,4374.22
Tapia-King,33202.16
"Tate And Brady Jackson,",11620.71
"Tate And Dunn, Davis",30649.38
"Tate And Walker Mendez,",26349.09
"Tate Flynn, And Wiggins",6360.04
Tate Group,29432.41
Tate Ltd,25696.3
"Tate Morales Navarro, And",43012.83
"Tate Pierce And Jackson,",23734.85
Tate Plc,13535.4
"Tate Pratt And Duncan,",5362.67
"Tate Wolf, And Thompson",21674.93
Tate-Cooper,29691.82
Tate-Davis,47775.11
Tate-Duncan,16515.53
Tate-Jensen,41000.64
Tate-Johnson,40508.79
Tate-Miller,19155.28
Tate-Payne,40112.15
Tate-Phillips,12785.65
Tate-Reese,33345.65
Tate-Spence,43857.61
Tate-Thomas,42145.33
Tate-Thompson,15588.99
"Taylor And Alexander Wade,",7796.02
"Taylor And Ashley, Bishop",31676.32
"Taylor And Boyd Carroll,",6184.24
"Taylor And Holmes, Hickman",19835.47
"Taylor And Jones, Harris",33187.09
"Taylor And Medina, Thornton",45270.51
"Taylor And Mercado, Barnes",2915.22
"Taylor And Perez Ewing,",20245.78
"Taylor And Scott Bowman,",48687.01
"Taylor And Thomas Perry,",32181.38
"Taylor And Watts, Ellis",3596.51
"Taylor And Williams, Graham",16563.17
"Taylor Avila, And Moody",19897.24
"Taylor Bates And Gross,",13790.62
"Taylor Benton And Watson,",25806.83
"Taylor Buck And Kirk,",47861.19
"Taylor Cooper, Stewart And",2999.15
"Taylor Dougherty Terry, And",1543.95
"Taylor Espinoza And Villegas,",47414.19
"Taylor Francis, And Phillips",48305.52
"Taylor Frye Curtis, And",27999.43
"Taylor Graham Riley, And",3336.92
Taylor Group,25258.17
"Taylor Hammond And Hernandez,",49233.43
"Taylor Holden And Benitez,",43627.0
"Taylor Hughes And Smith,",20268.68
Taylor Inc,17782.16
"Taylor Johnson, Beasley And",44211.02
"Taylor Jones, And Ferguson",20425.7
"Taylor Jones, And Howard",32550.8
"Taylor Jones, And Johnson",10819.22
"Taylor Keith And Wood,",44852.79
Taylor Llc,12534.41
Taylor Ltd,22859.83
"Taylor Marquez And Gardner,",20377.07
"Taylor Mcgee Taylor, And",11809.31
"Taylor Mcintosh And Ross,",14265.94
"Taylor Molina, And Martinez",43875.84
"Taylor Morales, And Adams",11725.12
"Taylor Morales, And Stewart",31737.55
"Taylor Murphy, Gibson And",1028.82
"Taylor Nichols, Mason And",41034.44
"Taylor Olson, And Payne",19674.07
"Taylor Patel Mendoza, And",26629.61
Taylor Plc,29147.27
"Taylor Reyes And Bowers,",9747.67
"Taylor Rose And Harrington,",28263.54
"Taylor Sanchez, And Lopez",35426.36
"Taylor Simpson, And Rodriguez",20855.43
"Taylor Small, Lin And",9981.59
"Taylor Smith And Vasquez,",27358.76
"Taylor Smith Hernandez, And",10688.31
Taylor Sons And,46075.94
"Taylor Torres Valenzuela, And",45432.62
"Taylor Walsh Hawkins, And",25648.04
"Taylor Werner, And Wade",49929.9
"Taylor Wheeler Ryan, And",30146.96
"Taylor Williams And Brown,",25522.37
"Taylor Wilson, And Howell",47347.0
"Taylor, And Alexander Pratt",3616.97
"Taylor, And Brown Mills",28111.45
"Taylor, And Garcia Lester",7111.09
"Taylor, And Garner Lee",32801.72
"Taylor, And Greer Duncan",38581.7
"Taylor, And Herrera Martinez",20719.44
"Taylor, And King Lopez",50725.18
"Taylor, And Lindsey Peterson",8340.15
"Taylor, And Mendoza Good",32461.36
"Taylor, And Mullins Lara",7083.61
"Taylor, And Ortiz Reid",7876.85
"Taylor, And Reilly Gillespie",4408.45
"Taylor, And Young Garcia",41028.29
"Taylor, Benson Rivera And",44679.51
"Taylor, Boyle Dalton And",43935.23
"Taylor, Brown Martinez And",20366.86
"Taylor, Bush And Campos",14055.92
"Taylor, Cook And Hicks",45239.85
"Taylor, Garcia And York",27993.88
"Taylor, Johnson Green And",11171.06
"Taylor, Jordan Ochoa And",30673.71
"Taylor, Lopez And Sheppard",29535.32
"Taylor, Miller And Barnett",22288.25
"Taylor, Reilly And Reyes",12330.82
"Taylor, Ross And Jones",21622.88
"Taylor, Sanchez And Jackson",6260.09
"Taylor, Smith And Maddox",25252.78
"Taylor, Turner Johnson And",24650.59
"Taylor, Walker And West",15242.99
"Taylor, Walker Thomas And",31739.06
"Taylor, Williams And Zavala",45408.02
Taylor-Alvarez,9333.0
Taylor-Andersen,42562.43
Taylor-Andrews,27021.55
Taylor-Avery,20664.21
Taylor-Baker,28069.02
Taylor-Barrett,13066.54
Taylor-Beck,27625.87
Taylor-Beltran,5438.97
Taylor-Bradley,34898.95
Taylor-Bridges,13869.45
Taylor-Brown,27686.27
Taylor-Burton,43471.94
Taylor-Caldwell,10589.11
Taylor-Campbell,30851.43
Taylor-Castillo,39072.59
Taylor-Cline,21156.09
Taylor-Conner,4341.09
Taylor-Copeland,48777.43
Taylor-Cortez,13160.2
Taylor-David,50277.91
Taylor-Dean,24053.13
Taylor-Dorsey,18038.07
Taylor-Douglas,34715.63
Taylor-Duke,41901.3
Taylor-Durham,47928.26
Taylor-Evans,18893.04
Taylor-Fernandez,11624.46
Taylor-Flores,19362.08
Taylor-Flynn,37194.55
Taylor-Franco,40308.35
Taylor-Frost,21202.37
Taylor-Grant,6879.25
Taylor-Hart,19108.52
Taylor-Hayes,10936.13
Taylor-Hernandez,39177.34
Taylor-Jarvis,26570.72
Taylor-Jones,17769.95
Taylor-Kelley,21205.64
Taylor-Kennedy,35332.8
Taylor-King,11468.82
Taylor-Kirk,39378.58
Taylor-Lowery,6350.6
Taylor-Lucas,12057.42
Taylor-Martinez,47866.51
Taylor-Mccarty,2181.75
Taylor-Mccoy,15633.65
Taylor-Moore,36547.41
Taylor-Navarro,17139.25
Taylor-Neal,7973.93
Taylor-Nelson,24668.2
Taylor-Nguyen,15788.09
Taylor-Oneill,1627.72
Taylor-Ortiz,48102.43
Taylor-Park,4451.39
Taylor-Parker,16896.23
Taylor-Paul,9351.69
Taylor-Perez,7009.56
Taylor-Pierce,3898.09
Taylor-Porter,27449.73
Taylor-Powell,14441.89
Taylor-Price,22552.01
Taylor-Ramsey,29088.86
Taylor-Reid,47306.39
Taylor-Rios,47869.55
Taylor-Robertson,4363.65
Taylor-Sanchez,21406.2
Taylor-Sanders,23049.47
Taylor-Schultz,17666.8
Taylor-Schwartz,41025.76
Taylor-Small,28894.09
Taylor-Smith,35848.39
Taylor-Stevens,19996.16
Taylor-Sweeney,7433.87
Taylor-Taylor,25635.66
Taylor-Thomas,33498.98
Taylor-Torres,16478.75
Taylor-Valenzuela,44590.73
Taylor-Vargas,45681.74
Taylor-Villegas,23421.01
Taylor-Waller,5114.98
Taylor-Watson,29231.47
Taylor-West,39848.07
Taylor-Whitaker,33062.11
Taylor-White,27551.1
Taylor-Williams,45402.79
Taylor-Williamson,23402.36
Taylor-Wilson,31563.06
Taylor-Wong,2691.05
Taylor-Young,41864.65
"Terrell And Campbell, Parker",7397.18
Terrell And Sons,17147.79
"Terrell Hamilton Lewis, And",46037.8
Terrell Inc,22934.92
Terrell Llc,26959.36
"Terrell, Daugherty And Thomas",36814.76
Terrell-Benton,25937.1
Terrell-Buchanan,11630.31
Terrell-Evans,13892.18
Terrell-Gonzalez,4893.69
Terrell-Lawson,40810.21
Terrell-Powell,20493.75
Terrell-Stewart,12060.1
Terrell-Terry,16132.14
Terrell-Webb,38293.56
"Terry And Diaz Ward,",36633.81
"Terry And Stewart Bell,",40511.2
"Terry Carter Davis, And",3605.13
"Terry Contreras, Gonzales And",17132.15
Terry Group,38103.22
"Terry Jordan And Jones,",20031.37
Terry Llc,46214.08
Terry Ltd,18449.48
"Terry Medina, Larsen And",33973.97
"Terry Murphy Oliver, And",5507.23
"Terry Nixon, Cobb And",27424.16
"Terry Preston And Moore,",29375.62
"Terry Rivers Day, And",7098.04
"Terry Stevens, And Ramos",42499.91
"Terry, And Johnson Bentley",37853.6
"Terry, And Montes Ortiz",39999.24
"Terry, And Young Brady",5889.02
"Terry, Mcdaniel Williams And",30255.82
Terry-Anderson,14746.18
Terry-Clark,34696.3
Terry-Daniels,49109.6
Terry-Flores,13428.29
Terry-Hall,30009.77
Terry-Hampton,16317.14
Terry-Jimenez,48235.92
Terry-Knight,4153.64
Terry-Miller,42815.32
Terry-Moyer,7398.69
Terry-Nguyen,7229.01
"Thomas Allen Bradley, And",46787.52
"Thomas And Baker Smith,",4459.29
"Thomas And Braun Gordon,",26697.48
"Thomas And Day, Walker",2600.16
"Thomas And Evans Gordon,",34360.86
"Thomas And Evans Miller,",5989.61
"Thomas And Fischer, Hamilton",25984.75
"Thomas And Hogan Robertson,",2450.63
"Thomas And Jackson Mcbride,",16947.14
"Thomas And Keller Stewart,",22039.78
"Thomas And Lambert, Young",40850.92
"Thomas And Moore Cameron,",44371.01
"Thomas And Murphy Preston,",18035.54
"Thomas And Nelson Arellano,",11731.89
"Thomas And Nguyen, King",26036.67
Thomas And Sons,22616.1
"Thomas And Thomas, Mcmahon",49303.15
"Thomas Anderson And Blackwell,",30212.9
"Thomas Anderson, And Cox",7110.5
"Thomas Bailey, And Guzman",4487.05
"Thomas Baker, Hinton And",40427.3
"Thomas Bates And Barnes,",4362.02
"Thomas Booker, And Thomas",4898.13
"Thomas Brown Alvarez, And",44608.91
"Thomas Carson Dalton, And",42273.02
"Thomas Castro, Vaughn And",31465.68
"Thomas Craig Ramirez, And",14024.14
"Thomas Daniel, Hunter And",2623.8
"Thomas Dawson, And Adams",35882.89
"Thomas Ferguson Juarez, And",17151.06
Thomas Group,30156.25
"Thomas Hanna Farmer, And",17816.11
"Thomas Hanson, And Edwards",43358.89
"Thomas Harvey And Brown,",19014.97
Thomas Inc,30155.57
"Thomas Johnson, Gonzalez And",46615.92
"Thomas Jones And Hill,",31914.05
Thomas Llc,25461.66
Thomas Ltd,29350.51
"Thomas Martinez White, And",32475.5
"Thomas Mckee, Burton And",14935.47
"Thomas Murray Bowers, And",11176.4
Thomas Plc,14800.11
"Thomas Price Reeves, And",48261.26
"Thomas Robbins And Price,",24643.91
"Thomas Rodriguez Rosales, And",31691.57
"Thomas Skinner And Phillips,",13070.27
"Thomas Smith And Gilbert,",3863.15
"Thomas Smith Joyce, And",16970.52
Thomas Sons And,15291.84
"Thomas Thompson Terry, And",2685.1
"Thomas Walters And Blake,",34158.11
"Thomas Williams Bailey, And",1402.98
"Thomas Wood, And Roberts",23662.86
"Thomas Wright, Welch And",8841.41
"Thomas, And Allen Smith",4325.37
"Thomas, And Hatfield Wright",15571.17
"Thomas, And Marsh Miller",5300.38
"Thomas, And Nichols Wood",12241.31
"Thomas, And Scott Frey",39764.06
"Thomas, And Turner Ross",7783.97
"Thomas, Andrews And Khan",2949.73
"Thomas, Bauer And Moore",11820.11
"Thomas, Beltran Thompson And",29626.6
"Thomas, Clark And Keith",51633.86
"Thomas, Cooper And Wallace",9868.71
"Thomas, Cox And Johnson",25992.91
"Thomas, Green And Barron",47980.92
"Thomas, Jones Freeman And",12957.6
"Thomas, Lewis And Flores",23795.83
"Thomas, Miller Leon And",8457.83
"Thomas, Osborne Bailey And",19828.84
"Thomas, Richardson And Jones",21820.93
"Thomas, Smith And Savage",8989.03
"Thomas, Stewart And Reyes",28904.05
"Thomas, Thompson And Adams",2189.47
"Thomas, White Williams And",32781.08
Thomas-Adams,47906.01
Thomas-Adkins,6376.13
Thomas-Allen,32137.52
Thomas-Ballard,15654.83
Thomas-Bartlett,15066.5
Thomas-Bond,41068.56
Thomas-Bradley,24336.11
Thomas-Braun,30718.01
Thomas-Brooks,10550.27
Thomas-Calhoun,11991.13
Thomas-Carlson,4485.69
Thomas-Carter,43638.86
Thomas-Christensen,32765.22
Thomas-Clay,18519.49
Thomas-Daugherty,20625.79
Thomas-Davis,18658.24
Thomas-Diaz,23462.64
Thomas-Duncan,42466.91
Thomas-Erickson,43276.12
Thomas-Escobar,41780.08
Thomas-Evans,47283.08
Thomas-Forbes,49205.58
Thomas-Frank,27192.66
Thomas-French,39599.42
Thomas-Garcia,47641.46
Thomas-Goodwin,49268.24
Thomas-Grant,3609.62
Thomas-Hall,27817.54
Thomas-Hamilton,50573.0
Thomas-Harmon,27650.34
Thomas-Harris,39300.43
Thomas-Hensley,45980.34
Thomas-Henson,37145.03
Thomas-Hill,30958.29
Thomas-Holder,41376.51
Thomas-Horton,19975.7
Thomas-Huber,27309.44
Thomas-Jackson,16845.71
Thomas-Jensen,20212.5
Thomas-Johnson,9203.44
Thomas-Jones,30459.38
Thomas-Kelley,2678.95
Thomas-Kelly,46124.89
Thomas-Krause,31660.39
Thomas-Lawrence,15681.64
Thomas-Lawson,8029.47
Thomas-Lee,27404.14
Thomas-Logan,8893.81
Thomas-Long,15754.85
Thomas-Lopez,37599.94
Thomas-Love,45536.77
Thomas-Malone,25733.89
Thomas-Manning,35721.54
Thomas-Martin,8230.66
Thomas-Mcdonald,13620.19
Thomas-Miles,3157.86
Thomas-Miller,6604.2
Thomas-Morales,42932.16
Thomas-Myers,31216.33
Thomas-Nelson,35629.1
Thomas-Nguyen,3797.24
Thomas-Nielsen,14713.39
Thomas-Norris,12452.39
Thomas-Odonnell,39020.3
Thomas-Ortega,40181.94
Thomas-Payne,13233.42
Thomas-Perez,24625.78
Thomas-Perry,29454.39
Thomas-Peters,41768.87
Thomas-Phillips,29291.43
Thomas-Pierce,32900.04
Thomas-Pratt,44857.15
Thomas-Ramirez,12966.78
Thomas-Reed,49512.17
Thomas-Robbins,37733.84
Thomas-Robinson,3367.0
Thomas-Rodriguez,7344.78
Thomas-Salinas,11831.7
Thomas-Schneider,8267.94
Thomas-Smith,27239.22
Thomas-Summers,31774.72
Thomas-Taylor,29464.52
Thomas-Thomas,23004.27
Thomas-Thompson,38616.82
Thomas-Turner,16324.31
Thomas-Walker,13779.99
Thomas-Wallace,47330.18
Thomas-Watson,9671.25
Thomas-Watts,36639.45
Thomas-White,19663.7
Thomas-Wilkerson,50221.82
Thomas-Williams,31008.4
"Thompson And Ballard Wilson,",42785.05
"Thompson And Black, Hendricks",36952.75
"Thompson And Castillo, Parker",13036.57
"Thompson And Harris, Williams",46218.01
"Thompson And Herrera, Phillips",7585.86
"Thompson And Kane Williams,",13918.55
"Thompson And Mendez, Duncan",46901.08
"Thompson And Miller, Allen",11561.48
"Thompson And Miller, Morris",7989.2
"Thompson And Obrien, Nguyen",24510.49
"Thompson And Ortiz Juarez,",41007.87
"Thompson And Phillips Simmons,",49399.45
"Thompson And Phillips, Miller",44828.23
"Thompson And Price Park,",23518.22
"Thompson And Reyes Johnson,",27414.83
"Thompson And Rice Vasquez,",40481.03
"Thompson And Roberts, Vargas",47704.99
"Thompson And Robinson Middleton,",31505.39
"Thompson And Ruiz, Contreras",47086.68
"Thompson And Schmidt Brooks,",46255.55
Thompson And Sons,17704.77
"Thompson And Strong, Lester",9779.15
"Thompson And Young, Walker",22173.44
"Thompson Cervantes, And Hayes",37870.87
"Thompson Davies, Jones And",7808.83
"Thompson Dean, And Dorsey",28160.59
"Thompson Eaton, Smith And",19759.9
"Thompson Flores Guzman, And",13994.1
"Thompson Flynn, And Jones",19656.5
"Thompson Fritz And Peterson,",26098.12
"Thompson Garcia Vaughn, And",10171.15
"Thompson Garrett Martin, And",23361.74
"Thompson Green Harmon, And",33260.44
Thompson Group,16441.45
"Thompson Hamilton, Wilson And",33427.8
Thompson Inc,15744.03
Thompson Llc,28981.89
"Thompson Lopez Jenkins, And",21584.65
"Thompson Lowery, And Castillo",5664.23
Thompson Ltd,29639.3
"Thompson Morales, And Clark",34892.54
"Thompson Morton And Brown,",10063.58
"Thompson Nelson, Higgins And",38942.67
"Thompson Oliver And Vaughn,",15928.46
"Thompson Patrick And Smith,",41623.49
Thompson Plc,29409.12
"Thompson Pratt, Williams And",35834.81
"Thompson Ritter Austin, And",41270.61
"Thompson Scott Jimenez, And",29651.87
Thompson Sons And,24121.9
"Thompson Summers Glenn, And",49719.59
"Thompson Thompson Lindsey, And",28672.86
"Thompson White, And Miller",23450.78
"Thompson Wiggins And Frazier,",1962.63
"Thompson, And Cox Bailey",21327.7
"Thompson, And Hawkins Flores",10019.82
"Thompson, And Henderson Hunter",30700.62
"Thompson, And Holland Alexander",27955.16
"Thompson, And Lopez Jennings",43982.49
"Thompson, And Morgan Sellers",27745.91
"Thompson, And Nelson Valentine",49299.58
"Thompson, And Ruiz Vance",48887.06
"Thompson, And Sharp Melendez",25931.69
"Thompson, And Warren Murray",14760.57
"Thompson, Bishop And Coleman",40774.95
"Thompson, Bishop Ibarra And",23231.78
"Thompson, Cole And Johnson",12624.84
"Thompson, Cummings And Cortez",28498.34
"Thompson, Gordon Ray And",619.34
"Thompson, Hicks And Downs",42624.49
"Thompson, Howell Quinn And",38754.08
"Thompson, Hunt Hughes And",39160.2
"Thompson, Little Trujillo And",39383.89
"Thompson, Lopez And Smith",3350.13
"Thompson, Martinez And Padilla",11118.52
"Thompson, Oliver And Robles",18487.46
"Thompson, Payne And Taylor",12709.84
"Thompson, Sanchez And Craig",38723.47
"Thompson, Smith And Green",10791.35
"Thompson, Stevens And Yang",47000.34
"Thompson, White And Garcia",40734.04
"Thompson, Wilson Rangel And",27264.39
Thompson-Acosta,27124.68
Thompson-Adams,30731.62
Thompson-Bailey,25458.55
Thompson-Barnett,17734.26
Thompson-Becker,5716.1
Thompson-Benton,8009.67
Thompson-Brown,8738.55
Thompson-Buchanan,5488.84
Thompson-Burke,35316.78
Thompson-Burns,45151.87
Thompson-Byrd,36023.53
Thompson-Charles,4444.92
Thompson-Chavez,11460.27
Thompson-Collier,3052.85
Thompson-Cunningham,46429.31
Thompson-Davis,33986.27
Thompson-Dorsey,11489.97
Thompson-Ellison,43372.93
Thompson-Esparza,2712.39
Thompson-Frazier,31766.74
Thompson-Gonzales,21356.68
Thompson-Harper,36126.91
Thompson-Hays,47202.94
Thompson-Hill,21528.37
Thompson-Hogan,25998.32
Thompson-Hubbard,36136.73
Thompson-Hudson,22584.97
Thompson-Jackson,1711.05
Thompson-Johnson,17765.67
Thompson-Jones,39379.02
Thompson-Knapp,33298.58
Thompson-Knight,28989.64
Thompson-Lamb,34072.35
Thompson-Le,43085.27
Thompson-Lewis,43225.95
Thompson-Lynch,42233.96
Thompson-Martinez,33785.05
Thompson-Mejia,18868.85
Thompson-Meyers,31752.67
Thompson-Montgomery,17592.78
Thompson-Morris,39876.09
Thompson-Morrow,17980.31
Thompson-Murphy,5369.33
Thompson-Murray,29135.63
Thompson-Newman,26918.66
